model,epoch_utc,frame,elapsed_seconds,timestamp_utc,position_x_km,position_y_km,position_z_km,velocity_x_km_s,velocity_y_km_s,velocity_z_km_s,position_magnitude_km,velocity_magnitude_km_s
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,0.0,2026-05-09T21:08:00Z,4966.0556934455935,881.0302354819272,4873.667772268073,3.2725666371846716,5.36942285375131,-4.220227225029691,7013.598290512594,7.573025287695985
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,60.0,2026-05-09T21:09:00Z,5151.955003300717,1201.1418503957389,4610.502758249341,2.92202255934668,5.29728740735243,-4.548815528511102,7017.272816745276,7.569094557861547
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,120.0,2026-05-09T21:10:00Z,5316.467344206561,1516.2675561550607,4328.197986932171,2.5599270564886187,5.203296724924242,-4.858003103564012,7021.195776927667,7.564900362621269
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,180.0,2026-05-09T21:11:00Z,5458.946713083954,1825.1097324423288,4027.9554198077203,2.1878558227283476,5.087922852786132,-5.146542318225196,7025.350497712139,7.5604609575231905
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,240.0,2026-05-09T21:12:00Z,5578.842696622982,2126.4018505504946,3711.048896467459,1.8074181181102218,4.951729509453567,-5.413285625771804,7029.719381003803,7.555795567288331
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,300.0,2026-05-09T21:13:00Z,5675.70223854961,2418.913857410633,3378.8179999641416,1.420248550649853,4.795368138531685,-5.657189766809518,7034.283988234476,7.550924286957337
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,360.0,2026-05-09T21:14:00Z,5749.170915321917,2701.4573106110365,3032.6616908470287,1.0279989185653429,4.619573563464138,-5.877319277832278,7039.025127513641,7.545867980451765
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,420.0,2026-05-09T21:15:00Z,5798.9937256185995,2972.8902419609326,2674.0317514465632,0.6323301703816258,4.425159292423116,-6.072849308693586,7043.922943094622,7.540648177298399
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,480.0,2026-05-09T21:16:00Z,5825.015402312707,3232.121730081645,2304.4260816223664,0.234904536140579,4.213012522578174,-6.24306775850366,7048.957006600881,7.535286968242672
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,540.0,2026-05-09T21:17:00Z,5827.180258671474,3478.1161654714906,1925.3818864196817,-0.1626221219892871,3.984088893165321,-6.387376745958866,7054.1064094694275,7.529806900447025
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,600.0,2026-05-09T21:18:00Z,5805.531583263211,3709.897194443353,1538.468794940626,-0.5586076967120512,3.739407036240854,-6.50529343594001,7059.349856085288,7.524230872932976
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,660.0,2026-05-09T21:19:00Z,5760.210600466247,3926.551331234157,1145.2819482694206,-0.9514309227661245,3.4800429728059297,-6.596450249324777,7064.66575710219,7.518582032882826
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,720.0,2026-05-09T21:20:00Z,5691.455015551917,4127.231230395638,747.4350925397737,-1.3394981324732644,3.2071244001968275,-6.660594487307101,7070.032322469545,7.512883673369565
numerical_two_body,2026-05-09T21:08:00Z,EarthMJ2000Eq,780.0,2026-05-09T21:21:00Z,5599.597165049337,4311.158614262685,346.5537112440931,-1.7212496535863655,2.9218249143284196,-6.697587405082017,7075.42765371373,7.507159133032596
