reference_model,comparison_model,frame,elapsed_seconds,timestamp_utc,position_delta_x_m,position_delta_y_m,position_delta_z_m,position_difference_m,velocity_delta_x_mm_s,velocity_delta_y_mm_s,velocity_delta_z_mm_s,velocity_difference_mm_s
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,0.0,2026-08-04T18:52:00Z,0.0,4.547473508864641e-10,0.0,4.547473508864641e-10,4.440892098500626e-10,0.0,1.942890293094024e-10,4.847302891456678e-10
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,60.0,2026-08-04T18:53:00Z,0.0017511738406028599,-0.003040958290512208,0.00011328575055813417,0.003510964369788765,-0.0014996452968318863,-0.0008049125810316582,0.002951572874998476,0.0034071399612930217
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,120.0,2026-08-04T18:54:00Z,1.8189894035458565e-09,1.8189894035458565e-09,3.637978807091713e-09,4.455595886216866e-09,-4.929390229335695e-08,3.9968028886505635e-08,1.580957587066223e-07,1.7035727474165025e-07
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,180.0,2026-08-04T18:55:00Z,-9.094947017729282e-10,4.547473508864641e-09,1.546140993013978e-08,1.6141929653985106e-08,-7.23865412055602e-08,6.838973831690964e-08,2.2803980925800715e-07,2.4883553255350796e-07
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,240.0,2026-08-04T18:56:00Z,-6.366462912410498e-09,9.208633855450898e-09,3.183231456205249e-08,3.37435480925808e-08,-9.592326932761353e-08,1.0125233984581428e-07,2.895461648222408e-07,3.213880699186241e-07
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,300.0,2026-08-04T18:57:00Z,-1.2732925824820995e-08,1.5688783605583012e-08,4.9112713895738125e-08,5.3106722712739795e-08,-1.163513729807164e-07,1.4210854715202004e-07,3.446132268436486e-07,3.905006495305068e-07
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,360.0,2026-08-04T18:58:00Z,0.0012301316019147635,-0.0031494658401243214,0.0009857349141384475,0.0035219358536309137,-0.0019491617209155265,8.991563049676188e-05,0.0028202919999387177,0.0034294843927051687
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,420.0,2026-08-04T18:59:00Z,-3.092281986027956e-08,3.512923285597935e-08,9.458744898438454e-08,1.0553231398265873e-07,-1.4832579608992091e-07,2.0339285811132868e-07,4.1877612488860905e-07,4.886129749537192e-07
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,480.0,2026-08-04T19:00:00Z,-4.001776687800884e-08,4.774847184307873e-08,1.2005330063402653e-07,1.3525580661241828e-07,-1.6120438317557273e-07,2.255973186038318e-07,4.4364512064021255e-07,5.231653623703737e-07
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,540.0,2026-08-04T19:01:00Z,0.000861171429278329,-0.0030840938052278943,0.001476316356274765,0.003526012026901603,-0.002139362909048259,0.0006351532633175339,0.0026153492704850123,0.0034380728804289224
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,600.0,2026-08-04T19:02:00Z,-0.000541534973308444,0.0021726320937887067,-0.0011367283150320873,0.002511123574114298,0.001557668660723266,-0.0005566223038044882,-0.001819218997667349,0.0024588041416846976
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,660.0,2026-08-04T19:03:00Z,0.0005880756361875683,-0.0029166308195271995,0.0017329230104223825,0.0034431948029910666,-0.002174765922902111,0.0009636256237399721,0.002373963692292591,0.0033606375547607023
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,720.0,2026-08-04T19:04:00Z,0.0002906999725382775,-0.0017430243133276235,0.0011260844985372387,0.0020954012810750246,-0.0013404245491344113,0.0006740465963162023,0.001391696535790743,0.0020464349571045746
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,780.0,2026-08-04T19:05:00Z,-5.294623406371102e-05,0.0002992128429468721,-0.00018848459149012342,0.0003575724686201072,0.000226397900426889,-0.00010737721822806634,-0.00024016788557901236,0.00034708282811973703
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,840.0,2026-08-04T19:06:00Z,0.00018033915694104508,-0.002651293016242562,0.002102247890434228,0.0033884101083454976,-0.0022086241169283483,0.0014408190196490978,0.0019970487485920785,0.0033078971630800887
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,900.0,2026-08-04T19:07:00Z,5.191850505070761e-05,-0.001565262664371403,0.0013224025678937323,0.0020497539587018003,-0.0013396057457759625,0.000938627842117512,0.001153583006896497,0.0020015792599631208
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,960.0,2026-08-04T19:08:00Z,-3.604691301006824e-05,0.00011581551007111557,-4.956564225722104e-05,0.00013103192436562518,7.781575384058215e-05,-1.5265122499386052e-05,-0.0001014432982060498,0.0001287596919133503
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1020.0,2026-08-04T19:09:00Z,-0.00012092459655832499,-0.0017337633835268207,0.0017301117622992024,0.002452314200537365,-0.0015977112410858751,0.0013216139294058848,0.001194633725276617,0.002393009470491105
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1080.0,2026-08-04T19:10:00Z,1.7416823538951576e-05,0.0002987499101436697,-0.0002924975888163317,0.0004184611021545558,0.00027312507810961506,-0.00021925394833033351,-0.0002093090145649512,0.0004080194428320479
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1140.0,2026-08-04T19:11:00Z,-0.0004782477844855748,-0.002112946276611183,0.002600349489512155,0.0033845354745986257,-0.0021566470831402285,0.00213083062305941,0.0013014087585361267,0.003299277275734725
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1200.0,2026-08-04T19:12:00Z,-0.0003551813279045746,-0.0012348809832474217,0.0016324852367688436,0.0020775208462844373,-0.0013079353156086881,0.0013648069341343216,0.0007245484212603515,0.0020244414469251493
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1260.0,2026-08-04T19:13:00Z,4.2475221562199295e-05,0.00018798709788825363,-0.0002305937414348591,0.0003005274812860422,0.00019258261652055353,-0.0001880016142763452,-0.00011742340433329446,0.0002936340018486187
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1320.0,2026-08-04T19:14:00Z,-0.0007982744136825204,-0.0016146968846442178,0.0026306520339858253,0.0031882312012671966,-0.0019198251877128314,0.002305451385353763,0.0007922293931983404,0.0031029763539307874
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1380.0,2026-08-04T19:15:00Z,-0.0007864337021601386,-0.0012449518180801533,0.0022824956431577448,0.0027162785862772745,-0.0015872694270058219,0.0020441071058030502,0.0005313625095482166,0.0026419962548147736
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1440.0,2026-08-04T19:16:00Z,-0.0007385469871223904,-0.0009316918294643983,0.0019312510630697943,0.0022678694816691916,-0.0012799592497003687,0.0017626353709943032,0.0003261106940044556,0.002202618286657455
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1500.0,2026-08-04T19:17:00Z,-0.0008102897481876425,-0.0008455326678813435,0.0019608236243584543,0.0022839273750088376,-0.0012481176092649093,0.0018164398873921073,0.0002304592072732703,0.002215933861215905
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1560.0,2026-08-04T19:18:00Z,-0.0010746166481112596,-0.0008293382052215748,0.002339071556889394,0.0027044146404142607,-0.0013979524204899008,0.0022146986466964336,9.64570645578533e-05,0.00262077565444578
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1620.0,2026-08-04T19:19:00Z,-0.0002228807716164738,-0.00020793868316104636,0.0005179653275177998,0.0006010011770551921,-0.0003196647391234819,0.00048150794462742397,4.490630090003833e-05,0.0005796999413823801
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1680.0,2026-08-04T19:20:00Z,1.791158865671605e-05,7.838661986170337e-05,-9.584010740582016e-05,0.00012510241152395796,8.2623241581814e-05,-8.274469998070799e-05,-4.8189896517669695e-05,0.00012647352114481471
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1740.0,2026-08-04T19:21:00Z,-0.0013022963685216382,-0.0004929088390781544,0.0023764324623698485,0.0027543358915192682,-0.0012429097751009976,0.002340776683595891,-0.0002475148974667718,0.0026618271574194627
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1800.0,2026-08-04T19:22:00Z,-0.0011374936548236292,-0.0002502101779100485,0.0019145020360156195,0.0022409406493260255,-0.0009266170053479073,0.0019227951453260061,-0.00034372860113762727,0.002161922662060142
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1860.0,2026-08-04T19:23:00Z,-0.0012338960004854016,-0.00015263685781974345,0.00197040276361804,0.002329867893519408,-0.0009010072687942738,0.002005727528509027,-0.00045625903055679373,0.0022456467487126444
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1920.0,2026-08-04T19:24:00Z,-0.0012867712939623743,-2.9330294637475163e-05,0.0019386063740967074,0.0023269798673038636,-0.0008257945438572278,0.0020039881698519224,-0.0005667288860422559,0.0022403318602040906
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,1980.0,2026-08-04T19:25:00Z,-0.0012809182408091146,7.574908522656187e-05,0.001835877810663078,0.0022398519592230276,-0.0007302372040385308,0.0019238586834724458,-0.0006372067318238805,0.0021541845388025637
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,2040.0,2026-08-04T19:26:00Z,-0.0016211265574384015,0.00027652731660054997,0.002161469637940172,0.002715965697094793,-0.0007661791201485357,0.0023131522253194703,-0.0009327596472985533,0.002609165426200593
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,2100.0,2026-08-04T19:27:00Z,-0.0002880813099181978,1.5900695871096104e-05,0.0004147859726799652,0.0005052633732870756,-0.00016647394573965357,0.00043265147020576933,-0.0001397255644519646,0.0004841736286114342
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,2160.0,2026-08-04T19:28:00Z,-9.124210009758826e-05,8.001643436728045e-05,6.4994310378097e-05,0.00013766630299603467,1.1294076784906792e-05,8.573008969392504e-05,-9.340617168618337e-05,0.00012728675248595422
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,2220.0,2026-08-04T19:29:00Z,-0.0013596820735983783,0.0004917192200082354,0.0015804594113433268,0.0021420492719575776,-0.000417022860688121,0.0017653569717168693,-0.0009616032414783149,0.0020530645625375403
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,2280.0,2026-08-04T19:30:00Z,-0.0008340703061548993,0.00038888538256287575,0.00089179229689762,0.0012814829757692198,-0.00018125589917872276,0.001023436890790208,-0.0006475051606003035,0.0012245569416819459
gmat_d05_retro_1200km_i120_aug_48h_g20,numerical_gravity_2x0,EarthMJ2000Eq,2340.0,2026-08-04T19:31:00Z,-0.0009870503845377243,0.0005045885700383224,0.0010153908078791574,0.0015032952402488594,-0.00017612933334021363,0.001181240438796749,-0.0007966587389773849,0.0014356237887067215
