model,epoch_utc,frame,elapsed_seconds,timestamp_utc,position_x_km,position_y_km,position_z_km,velocity_x_km_s,velocity_y_km_s,velocity_z_km_s,position_magnitude_km,velocity_magnitude_km_s
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,0.0,2026-02-11T03:17:00Z,-6738.02645227464,-117.78823992965101,20.423332232526725,0.11452958432318834,-7.682495189076066,-0.13201613640404022,6739.086856059802,7.684482911434783
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,60.0,2026-02-11T03:18:00Z,-6715.350198155597,-578.1010325649231,12.460635121802202,0.6410063602950266,-7.655264146501911,-0.13330285750015178,6740.199133196933,7.683210784462054
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,120.0,2026-02-11T03:19:00Z,-6661.170804057919,-1035.7020010162216,4.439543499777182,1.1642280341477023,-7.592141716331161,-0.13396196610304115,6741.208706551749,7.682056271904905
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,180.0,2026-02-11T03:20:00Z,-6575.756468732309,-1488.446607521712,-3.6021969311827053,1.6817689733121122,-7.493453105886329,-0.1339909766150921,6742.110902035091,7.681024665467948
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,240.0,2026-02-11T03:21:00Z,-6459.520082505744,-1934.2146690631157,-11.62677760979782,2.1912334929496895,-7.359684544298732,-0.13339027841953863,6742.901546387247,7.680120687762073
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,300.0,2026-02-11T03:22:00Z,-6313.017120138545,-2370.919942579658,-19.596499335679063,2.690266163508392,-7.191480643377496,-0.13216312468701807,6743.576985255711,7.679348472762412
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,360.0,2026-02-11T03:23:00Z,-6136.942921836005,-2796.5195335403428,-27.473943479157654,3.176561893177244,-6.989641151733412,-0.13031560993978059,6744.134098971938,7.678711548781147
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,420.0,2026-02-11T03:24:00Z,-5932.129376776298,-3209.0230920212593,-35.22214151328521,3.6478757569639817,-6.755117120578499,-0.127856636597986,6744.570315979427,7.678212823991038
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,480.0,2026-02-11T03:25:00Z,-5699.541025170518,-3606.5017615462584,-42.8047422138735,4.102032545502224,-6.489006499820906,-0.12479787074073753,6744.883623873288,7.677854574529193
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,540.0,2026-02-11T03:26:00Z,-5440.270596447934,-3987.096847070424,-50.18617588759513,4.5369360078709615,-6.192549183192971,-0.12115368732063421,6745.0725780190905,7.6776384352046305
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,600.0,2026-02-11T03:27:00Z,-5155.534002672491,-4349.0281696124275,-57.33181500264055,4.950577763679376,-5.867121521227714,-0.11694110507536185,6745.136307726194,7.677565392827751
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,660.0,2026-02-11T03:28:00Z,-4846.664807757321,-4690.602076172981,-64.20813061116088,5.341045860439534,-5.514230320975294,-0.11217971138388477,6745.074519958112,7.6776357821745975
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,720.0,2026-02-11T03:29:00Z,-4515.108194464357,-5010.219074713194,-70.78284396769908,5.706532952828621,-5.135506351463217,-0.10689157731882486,6744.8875005695445,7.677849284593941
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,780.0,2026-02-11T03:30:00Z,-4162.414452567162,-5306.381065111939,-77.02507276304276,6.045344080846708,-4.732697374087993,-0.1011011631512897,6744.576113066903,7.678204929260372
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,840.0,2026-02-11T03:31:00Z,-3790.232012926404,-5577.698138180633,-82.90547140847785,6.355904024125847,-4.307660717413945,-0.0948352145703656,6744.141794896168,7.678701097071885
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,900.0,2026-02-11T03:32:00Z,-3400.3000535880124,-5822.894915994293,-88.3963648213797,6.636764209766079,-3.862355416276459,-0.08812264988731494,6743.586551269025,7.679335527185619
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,960.0,2026-02-11T03:33:00Z,-2994.440705370413,-6040.816408008154,-93.47187517957379,6.886609151092397,-3.398833935667803,-0.08099443850474801,6742.912946545387,7.680105326180452
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1020.0,2026-02-11T03:34:00Z,-2574.550885764951,-6230.433358679685,-98.10804112909314,7.104262394675819,-2.9192335006451904,-0.07348347094415869,6742.124093197625,7.6810069798299345
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1080.0,2026-02-11T03:35:00Z,-2142.593791335444,-6390.847063618011,-102.28292894803695,7.288691952876721,-2.425767054460079,-0.06562442074162464,6741.223638389275,7.6820363674634775
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1140.0,2026-02-11T03:36:00Z,-1700.5900801698995,-6521.2936326486615,-105.97673518840618,7.439015199087143,-1.9207138682766256,-0.0574535985415148,6740.215748208468,7.683188778887647
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1200.0,2026-02-11T03:37:00Z,-1250.6087773082722,-6621.147679624122,-109.17188033827958,7.554503202810551,-1.406409827232623,-0.049008798741959465,6739.105089604182,7.68445893383298
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1260.0,2026-02-11T03:38:00Z,-794.7579374410125,-6689.925420342889,-111.85309306873694,7.634584481763499,-0.8852374191992134,-0.040329139073784596,6737.896810081356,7.685841003884542
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1320.0,2026-02-11T03:39:00Z,-335.17510053760367,-6727.2871615744825,-114.00748465377906,7.6788481483556925,-0.3596154544114105,-0.03145489352663866,6736.596515219115,7.68732863684674
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1380.0,2026-02-11T03:40:00Z,125.98242258628756,-6733.039165937844,-115.6246131773797,7.687046428244715,0.16801145384051464,-0.02242731907210934,6735.210244084895,7.688914983484484
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1440.0,2026-02-11T03:41:00Z,586.5473964315665,-6707.134879257081,-116.69653716997202,7.659096529210238,0.6951836150653312,-0.013288476673577897,6733.744442625886,7.6905927265736755
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1500.0,2026-02-11T03:42:00Z,1044.3525990941152,-6649.675509032433,-117.217858347347,7.595081839389527,1.2194371592116982,-0.004081047116121956,6732.205935128241,7.692354112184153
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1560.0,2026-02-11T03:43:00Z,1497.2408118180742,-6560.909944824221,-117.18575315832881,7.4952524349985135,1.7383150688372404,0.005151857763421018,6730.601893843544,7.694190983107722
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1620.0,2026-02-11T03:44:00Z,1943.074817831077,-6441.234013660599,-116.59999288387235,7.36002487906489,2.249378305950163,0.014366887816579712,6728.939806891426,7.6960948143327155
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1680.0,2026-02-11T03:45:00Z,2379.7473674108155,-6291.189066050712,-115.46295206954886,7.189981294451429,2.7502169910127314,0.02352065061224228,6727.227444556587,7.69805675045474
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1740.0,2026-02-11T03:46:00Z,2805.1910651909016,-6111.459890815601,-113.77960511585233,6.985867696574275,3.2384615889294155,0.032569910020102684,6725.472824107984,7.7000676449009156
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1800.0,2026-02-11T03:47:00Z,3217.388134911872,-5902.871959738935,-111.55751089643378,6.748591573741687,3.711794054215373,0.04147178656045376,6723.684173277421,7.702118100832161
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1860.0,2026-02-11T03:48:00Z,3614.38001618448,-5666.388005984544,-108.80678532326321,6.479218705966387,4.16795888500808,0.050183958678834815,6721.869892544157,7.704198513574998
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1920.0,2026-02-11T03:49:00Z,3994.2767473817803,-5403.1039433202395,-105.54006182977926,6.178969216444921,4.604774033204847,0.058664864051956644,6720.038516381326,7.706299114420996
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,1980.0,2026-02-11T03:50:00Z,4355.2660885385485,-5114.244136416697,-101.77243979820844,5.849212853647739,5.0201416158425936,0.06687389998160695,6718.198673628885,7.708410015618743
numerical_j2_gmat_r2026a_eop_full,2026-02-11T03:17:00Z,EarthMJ2000Eq,2040.0,2026-02-11T03:51:00Z,4695.622338135781,-4801.156035841429,-97.52142101524018,5.491463506113101,5.412058370945567,0.0747716218869918,6716.359047166341,7.710521256369999
