case_id,duration_hours,analytical_raan_rate_deg_day,fitted_raan_rate_deg_day,relative_difference,relative_difference_percent
CASE-LEO400,168,-5.002333049190539,-5.015201935289936,0.0025725768302211857,0.25725768302211857
CASE-SSO700,168,0.9856473320990844,0.9874196044321376,0.0017980795720096306,0.17980795720096306
