case_id,factor,epoch_utc,altitude_km,inclination_deg,duration_hours,model_id,role,eligible_candidate,maximum_position_difference_m,maximum_velocity_difference_mm_s,final_position_difference_m,final_velocity_difference_mm_s,maximum_radial_position_difference_m,maximum_along_track_position_difference_m,maximum_cross_track_position_difference_m,maximum_radial_velocity_difference_mm_s,maximum_along_track_velocity_difference_mm_s,maximum_cross_track_velocity_difference_mm_s,position_gate_m,velocity_gate_mm_s,position_gate_passed,velocity_gate_passed,pole_separation_from_baseline_start_arcsec,pole_separation_from_baseline_end_arcsec,runtime_seconds
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,j2000_fixed,ablation_static_axis,False,6475.976866115969,7258.411033800435,6475.976866115969,7258.411033800435,81.49024794485848,6432.927953569058,831.4908731514936,7245.494424168976,81.00175649042475,926.16449565749,20.0,20.0,False,False,523.3314053307266,523.470393520958,2.552498600038234
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau1976_precession,ablation_precession_without_nutation,False,45.14482141049038,50.34993524596723,38.43324547850265,47.87720618226494,0.4823157590419351,34.32298714249269,30.205556058490213,38.714619845036026,0.4823705473398483,33.547791235257456,20.0,20.0,False,False,8.342189630767091,8.339046552152881,29.575800799997523
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau1976_1980,closed_1b_validation_baseline,False,4.181925201505197,4.710905153952956,4.181925201505197,4.710905153952956,0.061120936817214686,4.181673015004675,0.49680313867688053,4.7107234056875615,0.0502712794847085,0.5557002813893188,20.0,20.0,True,True,0.0,0.0,31.866979499987792
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau2000a,exploratory_modern_orientation_candidate,True,3.6051630173733162,4.060930876395791,3.6051630173733162,4.060930876395791,0.054317139374918305,3.604641579055601,0.5172887273814717,4.060761801847651,0.04607844790010527,0.578813370762844,20.0,20.0,True,True,0.04661322636196498,0.04661322636196498,34.40354100003606
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,3.6033099830790394,4.05884400148894,3.6033099830790394,4.05884400148894,0.05429484799406839,3.602790637402867,0.5171074659888996,4.058676120069044,0.046067178800337234,0.5786002722389503,20.0,20.0,True,True,0.04681545389005153,0.04681545389005153,27.52074549999088
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,j2000_fixed,ablation_static_axis,False,3156.531072270585,3651.1918593417863,3152.478869617387,3493.416632022,41.55544840284598,2942.0901580459213,1429.5139240206233,3326.7265682240777,41.04821050626993,1645.2824099771399,20.0,20.0,False,False,528.5950127504686,528.5918948030355,1.769046499975957
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau1976_precession,ablation_precession_without_nutation,False,132.99073980890964,148.7931336084701,132.99073980890964,148.7931336084701,1.4652901379702334,131.9736214297066,16.371597083803277,148.78417195578723,1.5132356363658168,18.38805679373033,20.0,20.0,False,False,9.405788197981657,9.368914666511355,18.601763600017875
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau1976_1980,closed_1b_validation_baseline,False,2.2751869125317814,2.554578270987245,1.59300270607628,1.8253631144524083,0.06389500603363527,2.2715683868426133,0.38149347540972606,2.551872504205988,0.06066670294721432,0.43724621517631007,20.0,20.0,True,True,0.0,0.0,18.82890409999527
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau2000a,exploratory_modern_orientation_candidate,True,2.5701596471977055,2.8917458831954126,1.9712799347106884,2.252107969913784,0.06408578867459365,2.5608014210989594,0.4457720665251694,2.8810495802299085,0.060912702322144484,0.5092085515625715,20.0,20.0,True,True,0.04589841384146782,0.04589841384146782,25.135186700033955
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,2.5721600889001826,2.8940628979478347,1.9738760041934944,2.25501963009668,0.0640868082492689,2.5627845134730483,0.44601637291191176,2.883337101839339,0.060915735098159174,0.5094985699550004,20.0,20.0,True,True,0.04610377689758617,0.04600120996987495,20.161153200024273
