reference_model,comparison_model,frame,elapsed_seconds,timestamp_utc,position_delta_x_m,position_delta_y_m,position_delta_z_m,position_difference_m,velocity_delta_x_mm_s,velocity_delta_y_mm_s,velocity_delta_z_mm_s,velocity_difference_mm_s
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,0.0,2026-06-17T06:30:00Z,0.0,4.547473508864641e-10,0.0,4.547473508864641e-10,-8.881784197001252e-10,-4.440892098500626e-10,4.440892098500626e-10,1.0877919644084147e-09
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,60.0,2026-06-17T06:31:00Z,2.7284841053187847e-09,2.2737367544323206e-09,-1.8189894035458565e-09,3.9903918092896325e-09,1.056932319443149e-07,8.126832540256146e-08,-4.440892098500626e-10,1.3332590598903753e-07
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,120.0,2026-06-17T06:32:00Z,1.000444171950221e-08,9.549694368615746e-09,-9.094947017729282e-10,1.3860472476270089e-08,2.1227464230832993e-07,1.5853984791647235e-07,-8.43769498715119e-09,2.6507848241832796e-07
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,180.0,2026-06-17T06:33:00Z,2.5011104298755527e-08,2.091837814077735e-08,-2.7284841053187847e-09,3.271969602237704e-08,3.232969447708456e-07,2.3447910280083306e-07,-2.6645352591003757e-08,4.0026408652681506e-07
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,240.0,2026-06-17T06:34:00Z,4.661160346586257e-08,3.7061909097246826e-08,-4.547473508864641e-09,5.972358159810264e-08,4.2810199829546036e-07,3.055333763768431e-07,-5.3290705182007514e-08,5.286415272030714e-07
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,300.0,2026-06-17T06:35:00Z,7.474909580196254e-08,5.729816621169448e-08,-9.094947017729282e-09,9.462148400701209e-08,5.346834086594754e-07,3.739231146937527e-07,-8.704148513061227e-08,6.582408854908176e-07
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,360.0,2026-06-17T06:36:00Z,1.0902567737502977e-07,8.094502845779061e-08,-1.7280399333685637e-08,1.3688428748489818e-07,6.279421427279885e-07,4.334310688136611e-07,-1.2989609388114332e-07,7.739811504373662e-07
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,420.0,2026-06-17T06:37:00Z,1.4711076801177114e-07,1.0743406164692715e-07,-2.4556356947869062e-08,1.8381150761995304e-07,6.74127420552395e-07,4.6718184876226587e-07,-1.5626389071599078e-07,8.34940155038224e-07
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,480.0,2026-06-17T06:38:00Z,1.8826540326699615e-07,1.354010237264447e-07,-3.456079866737127e-08,2.3446054699667595e-07,7.158718062783009e-07,4.973799150320701e-07,-1.8745074936710182e-07,8.916260462434655e-07
gmat_d04_sso_900km_i97p6_jun_36h_g88,numerical_gravity_8x8,EarthMJ2000Eq,540.0,2026-06-17T06:39:00Z,2.3089796741260216e-07,1.6490275811520405e-07,-4.547473508864641e-08,2.873582128992578e-07,7.389644451905042e-07,5.160316618457728e-07,-2.1360690993788012e-07,9.262748184292981e-07
