reference_model,comparison_model,frame,elapsed_seconds,timestamp_utc,radial_position_difference_m,along_track_position_difference_m,cross_track_position_difference_m,radial_velocity_difference_mm_s,along_track_velocity_difference_mm_s,cross_track_velocity_difference_mm_s
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,0.0,2026-08-04T18:52:00Z,-1.3063839614900928e-10,3.8547016299340467e-10,-2.0283371522434197e-10,-1.4074382638056377e-11,-2.2935375671162752e-10,-4.268046617023576e-10
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,60.0,2026-08-04T18:53:00Z,0.00011586868597694434,-0.0035448703124001226,-2.79613722367862e-05,0.005793881093062109,-0.0011009953125603576,-0.0009303357461239505
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,120.0,2026-08-04T18:54:00Z,0.00028362625131671525,-0.0001439597486626162,-0.0001105266582511768,0.004911423663372116,-0.002237017907483869,-0.0018192718927414217
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,180.0,2026-08-04T18:55:00Z,0.0006434542748101583,-0.0003396884111771017,-0.0002454425415193352,0.007567270120463762,-0.003397889460488099,-0.002671130796137728
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,240.0,2026-08-04T18:56:00Z,0.0011519249680121515,-0.000631384595323162,-0.00043008817347606367,0.0103461866270561,-0.004573610788548512,-0.0034764040866298238
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,300.0,2026-08-04T18:57:00Z,0.0018101124521461523,-0.0010286054580229632,-0.0006614875427287492,0.013238547900407925,-0.005755294282765871,-0.0042293598439777985
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,360.0,2026-08-04T18:58:00Z,0.002644960152929866,-0.005062297232347153,-0.0009363298825704333,0.019662582774258065,-0.006936988130210502,-0.0049279312215096
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,420.0,2026-08-04T18:59:00Z,0.0035739861949251133,-0.0021755738317441467,-0.0012509958491109907,0.019319205137511633,-0.008106557677673697,-0.005556893420154689
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,480.0,2026-08-04T19:00:00Z,0.00467577063255211,-0.002942129324399909,-0.0016015580454724098,0.022483120338487008,-0.009264185844813184,-0.006121657869753102
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,540.0,2026-08-04T19:01:00Z,0.005934107776393098,-0.007373801733096641,-0.001983828677595843,0.029149816648020715,-0.010406612128918634,-0.006617668947864036
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,600.0,2026-08-04T19:02:00Z,0.007325165541565704,-0.0023888478010416787,-0.0023933712363927834,0.02653430788530783,-0.01149257066705109,-0.007029464101324234
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,660.0,2026-08-04T19:03:00Z,0.008811625220421851,-0.009548138068069298,-0.002825539692868269,0.03567375918979972,-0.012627359129919583,-0.007372508552463758
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,720.0,2026-08-04T19:04:00Z,0.010423720280705174,-0.009564671002250403,-0.0032754762878213356,0.03770606525888996,-0.013718962446718773,-0.007627295007193095
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,780.0,2026-08-04T19:05:00Z,0.012224784816313033,-0.008642657382055278,-0.0037382518870120755,0.03867527963428348,-0.01471904362927608,-0.007796872194881627
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,840.0,2026-08-04T19:06:00Z,0.014046627038257858,-0.014087361227574957,-0.004208622380071157,0.045693200801805695,-0.01578482294060071,-0.007884806745257662
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,900.0,2026-08-04T19:07:00Z,0.01596035313510711,-0.014623648555350092,-0.00468144285920929,0.04774462375804864,-0.016841069453315448,-0.00788149849034016
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,960.0,2026-08-04T19:08:00Z,0.01809106162785194,-0.01451214978795619,-0.005151511541943715,0.04897273806898318,-0.017760241720877482,-0.007789397557646859
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,1020.0,2026-08-04T19:09:00Z,0.020072736441506398,-0.01931926089528632,-0.005613332665509143,0.05479941178705303,-0.018877283607814266,-0.007611895112204232
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,1080.0,2026-08-04T19:10:00Z,0.02234474276431689,-0.0188770326674792,-0.006061855366425934,0.05529417649908534,-0.01979014867208296,-0.007343115596759266
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,1140.0,2026-08-04T19:11:00Z,0.024492612600296212,-0.02529363818504943,-0.0064916391174542525,0.06226121794464071,-0.020839620795635363,-0.0069907242122092565
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,1200.0,2026-08-04T19:12:00Z,0.02671990786329367,-0.026794588934582288,-0.006897613904503641,0.0642147932876029,-0.021888621018168113,-0.0065502951192905655
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,1260.0,2026-08-04T19:13:00Z,0.029070005902050153,-0.027422467233378094,-0.0072747279177801955,0.06509430581013943,-0.02286753915656083,-0.006026070213531877
gmat_j2,numerical_j2_iau1976_1980,EarthMJ2000Eq,1320.0,2026-08-04T19:14:00Z,0.031260537086537976,-0.03410778146135013,-0.00761799693777645,0.07165178323678682,-0.023981650755416393,-0.00542305186803297
