case_id,factor,epoch_utc,altitude_km,inclination_deg,duration_hours,model_id,role,eligible_candidate,maximum_position_difference_m,maximum_velocity_difference_mm_s,final_position_difference_m,final_velocity_difference_mm_s,maximum_radial_position_difference_m,maximum_along_track_position_difference_m,maximum_cross_track_position_difference_m,maximum_radial_velocity_difference_mm_s,maximum_along_track_velocity_difference_mm_s,maximum_cross_track_velocity_difference_mm_s,position_gate_m,velocity_gate_mm_s,position_gate_passed,velocity_gate_passed,pole_separation_from_baseline_start_arcsec,pole_separation_from_baseline_end_arcsec,runtime_seconds
B03_ALTITUDE_1000KM_I51P6_JAN_24H,altitude,2026-01-01T00:00:00Z,1000.0,51.6,24.0,iau2000a,exploratory_modern_orientation_candidate,True,2.4181683908779914,2.3976000260648984,2.34001127011506,2.3192238896922945,0.0604383438778033,2.4117510334752716,0.23180287481743847,2.39222855451681,0.04759295783029885,0.23563521763244696,20.0,20.0,True,True,0.04661322636196498,0.046511782876405734,8.366222978000224
B03_ALTITUDE_1000KM_I51P6_JAN_24H,altitude,2026-01-01T00:00:00Z,1000.0,51.6,24.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,2.417002867150273,2.3964410742435582,2.337967867836649,2.3171810294964397,0.060412323754489176,2.410568940125991,0.23207898241075997,2.3910516271264948,0.04756955030226371,0.23590394954287258,20.0,20.0,True,True,0.04681545389005153,0.04681545389005153,8.779796021000038
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,j2000_fixed,ablation_static_axis,False,2405.129159639682,2688.0366898986194,2405.129159639682,242.9547193203571,3.606628449632363,212.80547713517072,2395.69346332546,241.98559740441596,3.407042556409002,2678.0198114539508,20.0,20.0,False,False,523.3314053307266,523.470393520958,0.5961887779999415
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,iau1976_precession,ablation_precession_without_nutation,False,41.13666052369148,47.54902814289024,20.62631267613513,46.15080972519396,0.18988875383042608,17.470281264980564,37.52333717383792,19.764551186825365,0.2190742457985308,43.29086259008276,20.0,20.0,False,False,8.342189630767091,8.339046552152881,7.361672141999861
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,iau1976_1980,closed_1b_validation_baseline,False,0.6661804135410127,0.7395810939513391,0.3578704009355444,0.4051424234861185,0.009664989316043808,0.43288782557325545,0.5091458417479778,0.48883034021284943,0.00939838779125427,0.5597023953812844,20.0,20.0,True,True,0.0,0.0,8.349320659000114
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,iau2000a,exploratory_modern_orientation_candidate,True,0.7004434729108786,0.7790552715719746,0.3697880807567238,0.3654875703821567,0.009233868848501322,0.4154646778561617,0.5721889346975954,0.46934088041368716,0.009006127843699824,0.6282825887562434,20.0,20.0,True,True,0.04661322636196498,0.046511782876405734,8.19252382400009
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,0.7003595069546785,0.7789439202928045,0.36978382492879164,0.3650908251066902,0.009229922650754507,0.4152832138576185,0.5722581007481311,0.46913648378293626,0.009002045243407784,0.6283909824423703,20.0,20.0,True,True,0.04681545389005153,0.04681545389005153,8.660671472999638
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,j2000_fixed,ablation_static_axis,False,6475.976861048673,7258.41102814175,6475.976861048673,7258.41102814175,81.49024782307305,6432.9279484694,831.4908731433936,7245.494418501115,81.00175648299665,926.1644956473168,20.0,20.0,False,False,523.3314053307266,523.470393520958,0.572915594999813
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau1976_precession,ablation_precession_without_nutation,False,45.14481733994585,50.349930712041704,38.433240551082335,47.87720113880601,0.48231578229673766,34.32298162044836,30.205556070131784,38.71461360226663,0.4823705689414659,33.54779125013846,20.0,20.0,False,False,8.342189630767091,8.339046552152881,7.328331658000025
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau1976_1980,closed_1b_validation_baseline,False,4.181927152463858,4.710907361210552,4.181927152463858,4.710907361210552,0.06112096311870589,4.181674965509872,0.4968031396580107,4.710725612859734,0.05027128119474545,0.5557002798552353,20.0,20.0,True,True,0.0,0.0,7.904460316000041
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau2000a,exploratory_modern_orientation_candidate,True,3.605160932425071,4.060928526656035,3.605160932425071,4.060928526656035,0.054317097348829155,3.6046394941835294,0.5172887269916637,4.060759452276719,0.04607841448207289,0.5788133715178724,20.0,20.0,True,True,0.04661322636196498,0.046511782876405734,8.361919076999584
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,3.6033060893513844,4.058839564567644,3.6033060893513844,4.058839564567644,0.05429481917105188,3.6027867431101446,0.5171074680481841,4.058671682691827,0.04606715169901036,0.5786002752192382,20.0,20.0,True,True,0.04681545389005153,0.04681545389005153,8.608703482999772
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,j2000_fixed,ablation_static_axis,False,3156.5310756274785,3651.1918631906938,3152.4788731591875,3493.416636136198,41.55544840223434,2942.0901618395224,1429.5139240156861,3326.7265725500415,41.04821049989795,1645.2824099734803,20.0,20.0,False,False,528.5950127504686,528.5918948030355,0.5749987340000189
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau1976_precession,ablation_precession_without_nutation,False,132.99074377482955,148.79313816342878,132.99074377482955,148.79313816342878,1.465290144838375,131.97362542605862,16.37159708005589,148.78417651065539,1.5132356466470909,18.388056792768324,20.0,20.0,False,False,9.405787695794833,9.36891416234806,7.326921061000121
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau1976_1980,closed_1b_validation_baseline,False,2.275185952684425,2.5545772168485636,1.59300182647224,1.8253621231081634,0.06389500531898347,2.271567425904294,0.3814934572382604,2.5518714467378754,0.060666694884513345,0.4372461916733214,20.0,20.0,True,True,0.0,0.0,8.238244243999816
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau2000a,exploratory_modern_orientation_candidate,True,2.5701577069349097,2.8917437342927648,1.9712779147241402,2.2521056450645074,0.06408575105046807,2.560799483008078,0.4457720642964034,2.88104742420196,0.06091270158711979,0.5092085517512118,20.0,20.0,True,True,0.04589841384146782,0.045795386968916066,8.526240017999953
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,2.572155891035656,2.894057955081599,1.9738694815280367,2.2550122579663654,0.06408676600656561,2.562780258847605,0.4460163710934448,2.8833321396882075,0.06091573038391011,0.5094985671040579,20.0,20.0,True,True,0.04600120996987495,0.04600120996987495,8.969716541999787
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,j2000_fixed,ablation_static_axis,False,3174.367360913286,3671.986786036761,3168.8281076640974,3511.760418041749,41.90029609339178,2955.516922088155,1444.2693203350595,3341.9629312916213,41.36948257691151,1662.2682488776422,20.0,20.0,False,False,534.3991863049866,534.4924325730219,0.5623527580000882
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,iau1976_precession,ablation_precession_without_nutation,False,119.96011424024753,134.01873294908387,119.96011424024753,134.01873294908387,1.3755917930335033,118.8296464708988,16.387739997774062,133.96872491051576,1.4483569388806863,18.65005196382102,20.0,20.0,False,False,8.205194981904429,8.257896746311403,7.331381084999975
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,iau1976_1980,closed_1b_validation_baseline,False,4.048153493752897,4.56556420329222,4.048153493752897,4.56556420329222,0.09495321852859089,4.047613165794727,0.28622061810472865,4.565058080110126,0.08573300700868725,0.33125549071768956,20.0,20.0,True,True,0.0,0.0,7.798358397999891
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,iau2000a,exploratory_modern_orientation_candidate,True,4.45431715223703,5.022799720740664,4.45431715223703,5.022799720740664,0.09985276334870662,4.451760259422911,0.1987772680421896,5.021452250772937,0.09087351903183631,0.23394096714335996,20.0,20.0,True,True,0.04840286697510365,0.04820729903603629,8.600963494000098
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,4.456915489241794,5.02571899977505,4.456915489241794,5.02571899977505,0.09988203393955714,4.454345293504364,0.19849744175309608,5.024367906011662,0.09090464772678529,0.23364552774286573,20.0,20.0,True,True,0.0486947462053065,0.048500355224879096,8.077140103000147
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,j2000_fixed,ablation_static_axis,False,3204.8739233338742,3707.307954978135,3199.4897332601668,3545.359579239084,42.317008181627926,2983.954197580481,1458.294353108428,3374.082894855153,41.78798312127975,1678.387816543451,20.0,20.0,False,False,539.4462767819413,539.5383725181548,0.6295427760001076
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,iau1976_precession,ablation_precession_without_nutation,False,121.62579194781571,135.7503831734821,121.62579194781571,135.7503831734821,1.4009796571549418,120.40589731528354,17.140971330453393,135.70869397833212,1.4884581252300693,19.459004613779435,20.0,20.0,False,False,8.838467466517528,8.812879223048617,7.452413123999577
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,iau1976_1980,closed_1b_validation_baseline,False,3.1890513955374757,3.6153482332593296,2.7115890420402753,3.085143059397989,0.059052928928575964,3.1881194022349435,0.34065986255713643,3.615111648785932,0.052545832746516474,0.3898348835388668,20.0,20.0,True,True,0.0,0.0,8.11835995399997
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,iau2000a,exploratory_modern_orientation_candidate,True,2.888580824813235,3.270600324618632,2.3090767264071768,2.628017514908266,0.05874992316783902,2.888004326561414,0.2804868778250185,3.270544170186393,0.05255562253347484,0.32269341183568906,20.0,20.0,True,True,0.05059759696464605,0.050410544209887324,8.461545839999872
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,2.8867101820213064,3.2684365671552884,2.3064720596676622,2.6250550947931175,0.05874866859158955,2.8861289943207136,0.2802802405429693,3.2683829171173198,0.05255302193474546,0.3224489562204953,20.0,20.0,True,True,0.05087688664989626,0.05059759696464605,8.509199636000176
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,j2000_fixed,ablation_static_axis,False,810.3089300424533,909.0695522365512,753.0703554504712,909.0695522365512,41.00936401886897,748.063331905918,335.08383697724287,825.6996830024652,40.489830452827015,384.1206339314363,5.0,5.0,False,False,523.3314053307266,523.3645465944392,0.14373552100005327
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,iau1976_precession,ablation_precession_without_nutation,False,27.884798573786068,31.451487997645895,27.884798573786068,31.451487997645895,1.2236900962799186,27.854012728680303,3.3327634696158728,31.20957710611148,1.313572313787564,4.071374589747214,5.0,5.0,False,False,8.342189630767091,8.338205931822667,1.8918222400002378
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,iau1976_1980,closed_1b_validation_baseline,False,1.6761547827119496,1.8965450032647053,1.6761547827119496,1.8965450032647053,0.06983547532020407,1.6752965113331293,0.1386243889748037,1.8902845324546107,0.06279628925288372,0.1631698135329473,5.0,5.0,True,True,0.0,0.0,1.8781226099999913
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,iau2000a,exploratory_modern_orientation_candidate,True,1.5893523561844092,1.7978256969167619,1.5893523561844092,1.7978256969167619,0.0656452926111756,1.5882605242317283,0.11296236163282027,1.793923584331429,0.05855676274405919,0.13417585533517032,5.0,5.0,True,True,0.04661322636196498,0.04661322636196498,2.376065929000106
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,1.5887053365821022,1.797095277622229,1.5887053365821022,1.797095277622229,0.06561678039098096,1.5876133612195857,0.1128552736059445,1.7932007408165909,0.058526828141703416,0.13405206827998145,5.0,5.0,True,True,0.04681545389005153,0.04671444955687334,2.1150427610000406
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,j2000_fixed,ablation_static_axis,False,9460.570777900792,10599.737291806014,9399.770803805755,9515.751458163037,48.042549563263925,8338.624234293455,4488.449568235911,9424.0643697835,40.489830452827015,5052.652772496297,100.0,50.0,False,False,523.3314053307266,523.7540539208064,1.706129178000083
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,iau1976_precession,ablation_precession_without_nutation,False,332.1832477111594,376.0494066081607,331.8775131874397,376.0494066081607,1.3277634709568664,331.11353367903473,38.77511551535697,374.291451592586,1.313572313787564,43.981957359880084,100.0,50.0,False,False,8.342189630767091,8.431783505887802,22.432116524999856
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,iau1976_1980,closed_1b_validation_baseline,False,9.576997934306885,10.825444416503345,9.576997934306885,10.825444416503345,0.07237083471565943,9.576879467155162,0.1973699384764855,10.82529421486637,0.06279628925288372,0.23389071745199635,100.0,50.0,True,True,0.0,0.0,23.310029347999716
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,iau2000a,exploratory_modern_orientation_candidate,True,8.595192417431441,9.707417752654132,8.595000327124175,9.707417752654132,0.06798275600398128,8.587463661317207,0.5542609828861638,9.706943802057554,0.05855676274405919,0.6352876491648687,100.0,50.0,True,True,0.04661322636196498,0.04610377689758617,24.900015222000093
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,iau2006_2000a,exploratory_modern_orientation_candidate,True,8.5877973714437,9.698998896921411,8.587600204599754,9.698998896921411,0.06795271602294951,8.580008240782716,0.5554716015452521,9.698516359892299,0.058526828141703416,0.6366327437090102,100.0,50.0,True,True,0.04681545389005153,0.046308229239328015,25.078831535000063
