model,epoch_utc,frame,elapsed_seconds,timestamp_utc,position_x_km,position_y_km,position_z_km,velocity_x_km_s,velocity_y_km_s,velocity_z_km_s,position_magnitude_km,velocity_magnitude_km_s
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,0.0,2026-06-17T06:30:00Z,2160.599293531969,-2762.276994340657,-6344.269080876216,-5.447052732731525,3.666955350907003,-3.477070609289579,7249.007771497865,7.430138965099434
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,60.0,2026-06-17T06:31:00Z,1829.913696741355,-2537.197499709742,-6540.818713625702,-5.572328927162768,3.83332379228995,-3.072566329718768,7250.397557001351,7.428720267956832
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,120.0,2026-06-17T06:32:00Z,1492.340696612159,-2302.568624371097,-6712.750621550867,-5.67656416940894,3.985169910737925,-2.656742450762163,7251.891059015892,7.427196000951509
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,180.0,2026-06-17T06:33:00Z,1149.154278714477,-2059.278785334481,-6859.43329274694,-5.759388098087445,4.121934282137004,-2.231193946525182,7253.482595943936,7.425572026292536
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,240.0,2026-06-17T06:34:00Z,801.6481348295606,-1808.248176548778,-6980.331957878599,-5.820514353049379,4.243117407363475,-1.797549477973224,7255.16612092714,7.423854577811084
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,300.0,2026-06-17T06:35:00Z,451.1305992586218,-1550.425120774186,-7075.010409548941,-5.859741299815829,4.348281419381441,-1.357464653712972,7256.935246227637,7.422050234873464
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,360.0,2026-06-17T06:36:00Z,98.91955293343159,-1286.782327552438,-7143.13241566391,-5.876952379100534,4.437051505756681,-0.9126152415726185,7258.783268851767,7.420165895052732
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,420.0,2026-06-17T06:37:00Z,-253.6626823223997,-1018.313074412886,-7184.462724884475,-5.87211608665439,4.509117044806872,-0.4646903656502385,7260.703197292786,7.418208745704133
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,480.0,2026-06-17T06:38:00Z,-605.2944374120399,-746.0273285032807,-7198.867664310838,-5.845285590820556,4.564232455456278,-0.01538572252082811,7262.687779265737,7.416186234592032
gmat_two_body,2026-06-17T06:30:00Z,EarthMJ2000Eq,540.0,2026-06-17T06:39:00Z,-954.659755998613,-470.9478257764943,-7186.315331528878,-5.796597997186749,4.602217762631511,0.4336031509331065,7264.729530305582,7.4141060397170975
