reference_model,comparison_model,frame,elapsed_seconds,timestamp_utc,position_delta_x_m,position_delta_y_m,position_delta_z_m,position_difference_m,velocity_delta_x_mm_s,velocity_delta_y_mm_s,velocity_delta_z_mm_s,velocity_difference_mm_s
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,0.0,2026-02-11T03:17:00Z,0.0,-1.4210854715202004e-11,-3.552713678800501e-12,1.464821375527116e-11,3.469446951953614e-10,0.0,-2.220446049250313e-10,4.1191555942998253e-10
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,60.0,2026-02-11T03:18:00Z,-1.4551915228366852e-08,-4.547473508864641e-10,1.4193091146808001e-09,1.4628037131814006e-08,1.6653345369377348e-09,1.7763568394002505e-09,6.947220576591917e-08,6.95148628476171e-08
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,120.0,2026-02-11T03:19:00Z,-1.546140993013978e-08,-2.9558577807620168e-09,7.041478511382593e-09,1.7244556006872985e-08,2.4424906541753444e-09,0.0,1.3489209749195652e-07,1.3491420876384828e-07
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,180.0,2026-02-11T03:20:00Z,-1.546140993013978e-08,-2.7284841053187847e-09,1.6505907751707127e-08,2.278036025282892e-08,1.5543122344752192e-09,8.881784197001252e-10,1.9662049766111522e-07,1.9662864706835593e-07
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,240.0,2026-02-11T03:21:00Z,-1.6370904631912708e-08,-5.229594535194337e-09,2.9489299890883558e-08,3.413171524439082e-08,1.3322676295501878e-09,-8.881784197001252e-10,2.5135449277513544e-07,2.513595926878216e-07
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,300.0,2026-02-11T03:22:00Z,-1.546140993013978e-08,-5.9117155615240335e-09,4.5648818058907636e-08,4.855736986373379e-08,-4.440892098500626e-09,-1.7763568394002505e-09,3.0167535136627066e-07,3.01713265515811e-07
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,360.0,2026-02-11T03:23:00Z,-1.4551915228366852e-08,-8.640199666842818e-09,6.458833468059311e-08,6.676873717473464e-08,-2.220446049250313e-09,-1.7763568394002505e-09,3.4283687000424834e-07,3.4284866232579703e-07
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,420.0,2026-02-11T03:24:00Z,-1.546140993013978e-08,-1.000444171950221e-08,8.533618256478803e-08,8.730067643424978e-08,-1.3322676295501878e-09,-1.7763568394002505e-09,3.6090574973002276e-07,3.609125802307914e-07
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,480.0,2026-02-11T03:25:00Z,-1.4551915228366852e-08,-1.1368683772161603e-08,1.0703615771490149e-07,1.086174215579354e-07,-8.881784197001252e-10,-1.7763568394002505e-09,3.7443659284264186e-07,3.744418597915202e-07
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,540.0,2026-02-11T03:26:00Z,-1.4551915228366852e-08,-1.1823431123048067e-08,1.2933298876305344e-07,1.306850172847643e-07,-7.993605777301127e-09,-4.440892098500626e-09,3.7933545193880036e-07,3.794456540185529e-07
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,600.0,2026-02-11T03:27:00Z,-0.0002746073732851073,0.000339310645358637,6.978474687002745e-06,0.0004365657139826697,-0.0004044000689873428,-0.0003051585650837296,-3.5911967843915704e-06,0.0005066301040554862
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,660.0,2026-02-11T03:28:00Z,0.00028111753636039793,-0.0002990045686601661,-5.893255661248986e-06,0.00041044552840941085,0.00033952485267718657,0.00033008973332471214,4.953384924455406e-06,0.000473561921668175
gmat_d01_low_350km_i1_feb_6h_g88,numerical_gravity_8x8,EarthMJ2000Eq,720.0,2026-02-11T03:29:00Z,0.00023278880689758807,-0.00020634979591704905,-4.123307917325292e-06,0.0003111074871487207,0.00022753265938035838,0.0002738698157145336,4.308359224935998e-06,0.0003560819414171714
